State/District,Murder with Rape/Gang Rape,Dowry Deaths (Sec. 304B IPC),Abetment to Suicide of Women (Sec. 305/306 IPC),Miscarriage ,Acid Attack (Sec. 326A IPC),Attempt to Acid Attack (Sec. 326B IPC),Cruelty by Husband or his relatives,Human Trafficking (Sec. 370 & 370A IPC) ,Selling of Minor Girls (Sec. 372 IPC),Buying of Minor Girls (Sec. 373 IPC),Rape,"Dowry Prohibition Act, 1961",YEAR,Total_Crimes ,Severe_Crimes,Safety_Label
Khiri,4,51,0,3,1,0,324,0,0,0,33,0,2020,416,89,Unsafe
Ratlam,1,6,22,7,1,0,88,0,0,0,43,0,2020,168,51,Unsafe
Raigad,2,0,7,5,0,0,34,0,0,0,18,0,2020,66,20,Safe
Karimganj,0,2,3,25,1,1,289,0,0,0,59,0,2020,380,62,Unsafe
Chittorgarh,0,7,9,1,0,0,426,0,0,0,124,0,2020,567,131,Unsafe
Barnala,0,3,9,1,0,0,15,0,0,0,8,0,2020,36,11,Safe
Ludhiana Rural,0,4,3,2,0,0,10,0,0,0,7,0,2020,26,11,Safe
Sundargarh,0,0,2,1,0,0,98,0,0,0,28,0,2020,129,28,Unsafe
Sundarban Police,0,14,11,1,0,0,575,0,0,0,14,0,2020,615,28,Unsafe
Coochbehar,0,23,24,1,0,0,424,0,0,0,60,0,2020,532,83,Unsafe
Shahdara,0,3,4,1,0,0,267,0,0,0,44,0,2020,319,47,Unsafe
Unakoti,0,3,3,1,0,0,29,0,0,0,8,0,2020,44,11,Safe
South,0,2,5,1,1,0,56,0,0,0,7,0,2020,72,10,Safe
Shahjahanpur,0,62,4,4,0,0,333,0,0,0,34,0,2020,437,96,Unsafe
Ghazipur,0,27,8,4,1,0,170,0,0,0,31,0,2020,241,59,Unsafe
Panna,0,13,17,5,0,0,71,0,0,0,23,0,2020,129,36,Unsafe
Rewa,0,32,21,19,0,0,152,0,0,0,49,0,2020,273,81,Unsafe
Nuh,0,20,4,1,0,0,54,0,0,0,63,0,2020,142,83,Unsafe
Palwal,0,16,2,2,0,0,106,0,0,0,32,0,2020,158,48,Unsafe
Kangra,0,0,15,2,0,0,46,0,0,0,47,0,2020,110,47,Unsafe
Bangaon,0,11,18,1,1,1,576,1,1,0,34,0,2020,644,46,Unsafe
Islampur,1,9,2,1,0,0,203,1,0,0,16,0,2020,233,26,Unsafe
Raiganj,0,5,12,2,0,0,198,1,0,0,25,0,2020,243,30,Unsafe
Murshidabad Police District,0,36,25,10,3,0,1510,3,0,0,136,0,2020,1723,175,Unsafe
South,0,11,2,1,0,0,148,1,0,0,74,0,2020,237,85,Unsafe
Agra,1,75,2,8,1,0,240,2,0,0,80,0,2020,409,157,Unsafe
South Salmara,0,4,0,3,0,0,258,2,0,0,60,0,2020,327,64,Unsafe
Sagar,2,33,26,1,0,1,97,1,0,0,74,0,2020,235,109,Unsafe
Alirajpur,0,0,16,3,0,0,11,1,0,0,29,0,2020,60,29,Safe
Palghar,0,0,7,2,0,0,22,1,0,0,30,0,2020,62,30,Safe
Pune Commr.,0,6,24,3,1,0,245,13,0,0,59,0,2020,351,66,Unsafe
Mira Bhayandar Vasai Virar Commr.,1,0,11,3,0,0,93,11,0,0,87,0,2020,206,88,Unsafe
Kolhapur,1,6,13,1,0,0,194,15,0,0,51,0,2020,281,58,Unsafe
Latur,0,7,14,1,0,0,131,3,0,0,25,0,2020,181,32,Unsafe
Mumbai Commr.,2,12,39,1,0,0,501,30,0,0,322,0,2020,907,336,Unsafe
Anantapur,1,17,48,0,0,0,437,3,0,0,69,0,2020,575,87,Unsafe
Nagaur,1,17,7,0,0,0,494,1,0,0,149,0,2020,669,167,Unsafe
Cyberabad Commissionerate,3,20,59,0,0,0,1055,37,0,0,107,0,2020,1281,130,Unsafe
Jalandhar Rural,1,0,8,0,0,0,33,1,0,0,16,0,2020,59,17,Safe
DCP BBSR,2,11,0,0,0,0,89,1,0,0,49,0,2020,152,62,Unsafe
Keonjhar,1,6,0,0,0,0,100,1,0,0,33,0,2020,141,40,Unsafe
Mayurbhanj,4,7,0,0,0,0,294,5,0,0,138,0,2020,448,149,Unsafe
Sambalpur,1,5,0,0,0,0,136,2,0,0,31,0,2020,175,37,Unsafe
Krishnagar,2,21,17,0,4,1,609,2,0,0,119,0,2020,775,146,Unsafe
Jalpaiguri,1,15,3,0,0,0,183,1,0,0,35,0,2020,238,51,Unsafe
North Goa,1,0,0,0,0,0,2,5,0,0,36,0,2020,44,37,Safe
Balrampur,2,3,12,0,0,0,15,3,0,0,96,0,2020,131,101,Unsafe
Valsad,1,1,8,0,0,0,12,1,0,0,10,0,2020,33,12,Safe
Bongaigaon,3,7,0,0,0,0,342,3,0,0,46,0,2020,401,56,Unsafe
Guntur Urban,1,5,19,0,0,0,275,21,0,0,52,0,2020,373,58,Unsafe
Prakasham,1,10,26,0,2,0,463,3,0,0,31,0,2020,536,44,Unsafe
GRP,1,0,0,0,0,0,0,2,0,0,1,0,2020,4,2,Safe
Mandla,1,2,3,0,0,0,49,2,0,0,21,0,2020,78,24,Safe
Singrauli,2,12,18,0,1,0,103,2,0,0,38,0,2020,176,53,Unsafe
Ashok Nagar,2,6,6,0,0,0,67,1,0,0,30,0,2020,112,38,Unsafe
Umaria,3,2,6,0,0,0,28,1,0,0,16,0,2020,56,21,Safe
Nasik Rural,1,7,45,0,0,0,324,1,0,0,34,0,2020,412,42,Unsafe
Thane Commr.,1,11,25,0,0,0,259,13,0,0,81,0,2020,390,93,Unsafe
Bishnupur,2,1,0,0,0,0,1,2,0,0,6,0,2020,12,9,Safe
Vidisha,1,13,17,0,0,0,115,1,0,0,42,0,2020,189,56,Unsafe
Sonipat,1,21,10,0,0,0,241,1,0,0,80,0,2020,354,102,Unsafe
Palakkad,1,2,4,0,1,1,166,1,0,0,48,0,2020,224,52,Unsafe
Hubballi Dharwad City,2,1,11,0,0,0,62,2,0,0,5,0,2020,83,8,Safe
Baruipur Police,0,12,12,0,1,0,1634,6,1,0,53,0,2020,1719,66,Unsafe
Surat City,0,0,17,0,2,0,342,1,2,0,27,0,2020,391,29,Unsafe
Ambala,0,6,7,0,0,0,258,1,1,0,49,0,2020,322,55,Unsafe
Patiala,0,6,20,0,1,1,112,1,0,0,19,0,2020,160,26,Unsafe
Guntur,0,3,28,0,0,1,614,2,0,0,90,0,2020,738,93,Unsafe
Kandhamal,0,3,0,0,1,0,56,2,0,0,47,0,2020,109,51,Unsafe
Rourkela,0,6,0,0,1,0,73,3,0,0,39,0,2020,122,46,Unsafe
Chandigarh,0,1,1,0,1,0,96,2,0,0,60,0,2020,161,62,Unsafe
Nalgonda,0,1,23,0,1,0,250,3,0,0,14,0,2020,292,16,Unsafe
Suryapet,0,3,5,0,1,0,220,3,0,0,27,0,2020,259,31,Unsafe
Nellore,0,7,17,0,1,0,433,2,0,0,47,0,2020,507,55,Unsafe
Pune Rural,0,4,50,0,1,0,227,6,0,0,81,0,2020,369,86,Unsafe
Kollam Commr.,0,0,0,0,1,0,163,13,0,0,24,0,2020,201,25,Unsafe
Nizamabad Commissionerate,0,3,14,0,0,0,250,2,0,0,13,0,2020,282,16,Unsafe
Railway Chennai,0,0,2,0,0,0,0,2,0,0,0,0,2020,4,0,Safe
Bolangir,0,4,0,0,0,0,124,19,0,0,25,0,2020,172,29,Unsafe
Jagatsinghpur,0,23,0,0,0,0,89,3,0,0,40,0,2020,155,63,Unsafe
Malkangiri,0,3,0,0,0,0,75,8,0,0,15,0,2020,101,18,Safe
Nabarangpur,0,3,2,0,0,0,91,3,0,0,26,0,2020,125,29,Unsafe
Siliguri PC,0,11,6,0,0,0,570,2,0,0,16,0,2020,605,27,Unsafe
Barasat,0,23,16,0,0,0,693,2,0,0,28,0,2020,762,51,Unsafe
Basirhat,0,18,16,0,0,0,753,2,0,0,25,0,2020,814,43,Unsafe
North-West,0,0,2,0,0,0,196,2,0,0,74,0,2020,274,74,Unsafe
Outer North,0,12,2,0,0,0,76,5,0,0,28,0,2020,123,40,Unsafe
Rajanna Siricilla,0,1,7,0,0,0,143,3,0,0,19,0,2020,173,20,Unsafe
Jashpur,0,0,6,0,0,0,15,8,0,0,54,0,2020,83,54,Safe
South Goa,0,0,0,0,0,0,6,5,0,0,23,0,2020,34,23,Safe
CID,0,0,0,0,0,0,0,6,0,0,1,0,2020,7,1,Safe
Narayanpur,0,0,1,0,0,0,2,4,0,0,7,0,2020,14,7,Safe
Bilaspur,0,12,2,0,0,0,72,3,0,0,88,0,2020,177,100,Unsafe
Barpeta,0,12,1,0,0,0,882,10,0,0,129,0,2020,1034,141,Unsafe
Rajahmundry,0,2,9,0,0,0,225,8,0,0,56,0,2020,300,58,Unsafe
Vijayawada City,0,7,15,0,0,0,522,9,0,0,62,0,2020,615,69,Unsafe
Biswanath,0,3,3,0,0,0,156,3,0,0,29,0,2020,194,32,Unsafe
Goalpara,0,2,0,0,0,0,300,2,0,0,33,0,2020,337,35,Unsafe
Kokrajhar,0,7,0,0,0,0,154,5,0,0,27,0,2020,193,34,Unsafe
Udalguri,0,4,0,0,0,0,101,2,0,0,29,0,2020,136,33,Unsafe
Mandsaur,0,8,11,0,0,0,40,2,0,0,23,0,2020,84,31,Safe
Satara,0,4,22,0,0,0,168,2,0,0,49,0,2020,245,53,Unsafe
Pimpri Chinchwad City,0,5,19,0,0,0,185,9,0,0,92,0,2020,310,97,Unsafe
Nagpur Commr.,0,8,13,0,0,0,118,8,0,0,79,0,2020,226,87,Unsafe
Rohtak,0,14,16,0,0,0,245,2,0,0,70,0,2020,347,84,Unsafe
Simdega,0,0,0,0,0,0,7,11,0,0,21,0,2020,39,21,Safe
Ernakulam Commr.,0,0,1,0,0,0,72,10,0,0,43,0,2020,126,43,Unsafe
Ernakulam Rural,0,0,0,0,0,0,119,25,0,0,47,0,2020,191,47,Unsafe
Kozhikode Commr.,0,0,0,0,0,0,160,3,0,0,24,0,2020,187,24,Unsafe
Malappuram,0,0,4,0,0,0,455,9,0,0,49,0,2020,517,49,Unsafe
Thrissur Commr.,0,0,1,0,0,0,154,2,0,0,28,0,2020,185,28,Unsafe
Kannur,0,0,2,0,0,0,194,7,0,0,36,0,2020,239,36,Unsafe
Pali,0,8,7,0,0,0,510,1,0,0,137,0,2020,663,145,Unsafe
Vellore,0,0,6,0,0,0,7,1,0,0,5,0,2020,19,5,Safe
Angul,0,7,0,0,0,0,290,1,0,0,46,0,2020,344,53,Unsafe
Gajapati,0,1,0,0,0,0,21,1,0,0,9,0,2020,32,10,Safe
Kalahandi,0,3,0,0,0,0,101,1,0,0,38,0,2020,143,41,Unsafe
Purab Medinipur,0,51,17,0,0,0,900,1,0,0,45,0,2020,1014,96,Unsafe
Purulia,0,6,8,0,0,0,192,1,0,0,9,0,2020,216,15,Unsafe
South Andaman,0,0,1,0,0,0,2,1,0,0,1,0,2020,5,1,Safe
Daman,0,1,0,0,0,0,2,1,0,0,2,0,2020,6,3,Safe
Tehri Garhwal,0,3,0,0,0,0,5,1,0,0,5,0,2020,14,8,Safe
Champawat,0,1,0,0,0,0,2,1,0,0,4,0,2020,8,5,Safe
Rajnandgaon,0,7,0,0,0,0,36,1,0,0,41,0,2020,85,48,Safe
Ahmedabad Rural,0,0,11,0,0,0,34,1,0,0,6,0,2020,52,6,Safe
Bizapur,0,0,0,0,0,0,0,1,0,0,5,0,2020,6,5,Safe
Gandhinagar,0,0,14,0,0,0,81,1,0,0,5,0,2020,101,5,Safe
Papum Pare City,0,0,0,0,0,0,33,1,0,0,15,0,2020,49,15,Safe
Charaideo,0,5,4,0,0,0,69,1,0,0,18,0,2020,97,23,Safe
Morigaon,0,9,0,0,0,0,497,1,0,0,222,0,2020,729,231,Unsafe
Morena,0,32,20,0,0,0,136,1,0,0,46,0,2020,235,78,Unsafe
Raisen,0,16,15,0,0,0,96,1,0,0,51,0,2020,179,67,Unsafe
Rajgarh,0,13,18,0,0,0,159,1,0,0,57,0,2020,248,70,Unsafe
Seoni,0,4,4,0,0,0,117,1,0,0,36,0,2020,162,40,Unsafe
Tikamgarh,0,26,17,0,0,0,32,1,0,0,24,0,2020,100,50,Safe
Agar,0,3,7,0,0,0,49,1,0,0,3,0,2020,63,6,Safe
Sirsa,0,5,8,0,0,0,153,1,0,0,66,0,2020,233,71,Unsafe
Yamunanagar,0,9,9,0,0,0,243,1,0,0,102,0,2020,364,111,Unsafe
Kasargod,0,0,3,0,0,0,76,1,0,0,46,0,2020,126,46,Unsafe
Kozhikode Rural,0,0,1,0,0,0,251,1,0,0,26,0,2020,279,26,Unsafe
Khurda,0,16,0,0,1,0,62,1,0,0,17,0,2020,97,34,Safe
Diamond Harbour Police,0,15,9,0,3,0,701,1,0,0,12,0,2020,741,30,Unsafe
Kolkata,0,9,18,0,1,0,931,1,0,0,11,0,2020,971,21,Unsafe
Bulandshahar,0,56,10,0,1,0,655,1,0,0,55,0,2020,778,112,Unsafe
Sambhal,0,31,3,0,1,0,173,1,0,0,35,0,2020,244,67,Unsafe
Thirunelveli,0,0,4,0,0,0,12,1,0,0,8,2,2020,27,8,Safe
Visakhapatnam,0,5,12,0,1,0,423,8,0,0,124,1,2020,574,130,Unsafe
Vizianagaram,0,1,5,0,0,0,231,1,0,0,73,2,2020,313,74,Unsafe
West Godavari,0,6,19,0,0,0,644,7,0,0,76,1,2020,753,82,Unsafe
Jabalpur,0,19,21,0,0,0,201,5,0,0,116,17,2020,379,135,Unsafe
Gwalior,0,24,24,0,0,1,564,3,0,1,162,5,2020,784,186,Unsafe
Navi Mumbai,0,1,14,0,0,0,94,4,0,0,57,1,2020,171,58,Unsafe
Chaibasa,0,2,4,0,0,0,17,1,0,0,47,19,2020,90,49,Safe
Kurukshetra,0,7,7,0,0,0,285,3,0,0,51,3,2020,356,58,Unsafe
Shimoga,0,6,16,0,0,0,63,1,0,0,8,53,2020,147,14,Unsafe
Mysuru City,0,6,2,0,0,0,37,1,0,0,16,65,2020,127,22,Unsafe
Dhubri,0,9,0,0,1,1,976,8,1,0,111,11,2020,1118,121,Unsafe
Outer,0,9,0,0,0,0,152,4,0,0,75,1,2020,241,84,Unsafe
Dehradun,0,8,0,0,0,0,162,3,0,0,55,129,2020,357,63,Unsafe
Saharsa,0,14,0,0,0,0,15,2,0,0,10,26,2020,67,24,Safe
Vaishali,0,63,0,0,0,0,56,8,0,0,22,76,2020,225,85,Unsafe
Motihari,0,78,0,0,0,0,119,1,0,0,10,102,2020,310,88,Unsafe
Baksa,0,6,0,0,0,0,128,1,0,0,35,12,2020,182,41,Unsafe
Darrang,0,6,0,0,0,0,415,2,0,0,89,9,2020,521,95,Unsafe
Bettiah,0,30,0,0,0,0,52,3,0,0,12,92,2020,189,42,Unsafe
Golaghat,0,0,0,0,0,0,332,1,0,0,31,8,2020,372,31,Unsafe
Nagaon,0,5,0,0,0,0,863,3,0,0,77,67,2020,1015,82,Unsafe
Nalbari,0,2,0,0,1,0,281,1,0,0,49,7,2020,341,52,Unsafe
Sibsagar,0,2,0,0,0,0,320,1,0,0,8,14,2020,345,10,Unsafe
Sonitpur,0,0,0,0,0,0,454,17,0,0,41,4,2020,516,41,Unsafe
Bokaro,0,19,0,0,0,0,61,1,0,0,70,96,2020,247,89,Unsafe
Dumka,0,10,0,0,0,0,21,3,0,0,29,16,2020,79,39,Safe
Khunti,0,0,0,0,0,0,10,13,0,0,33,13,2020,69,33,Safe
Latehar,0,12,0,0,0,0,12,2,0,0,48,41,2020,115,60,Unsafe
Pakur,0,5,0,0,0,0,16,6,0,0,39,27,2020,93,44,Safe
Ranchi,0,16,0,0,0,0,117,2,0,0,157,77,2020,369,173,Unsafe
Saraikela,0,6,0,0,0,0,15,1,0,0,23,31,2020,76,29,Safe
Mangaluru City,0,0,0,0,0,0,15,2,0,0,15,20,2020,52,15,Safe
Dhenkanal,1,6,3,0,1,0,99,2,0,0,44,156,2020,312,52,Unsafe
Warangal Commissionerate,1,7,30,0,0,0,297,4,0,0,32,4,2020,375,40,Unsafe
Raigarh,1,6,0,0,0,0,54,1,0,0,161,1,2020,224,168,Unsafe
Katihar,1,15,1,0,0,0,51,1,0,0,50,117,2020,236,66,Unsafe
Balaghat,1,14,9,0,0,0,204,1,0,0,69,1,2020,299,84,Unsafe
Betul,1,16,11,0,0,0,49,3,0,0,48,2,2020,130,65,Unsafe
Chhindwara,3,22,7,0,0,0,68,1,0,0,53,3,2020,157,78,Unsafe
Indore,3,28,36,0,0,1,455,4,0,0,147,1,2020,675,178,Unsafe
Deoghar,1,22,0,0,1,0,53,1,1,0,44,121,2020,244,68,Unsafe
Giridih,6,39,0,0,0,0,61,1,0,0,49,96,2020,252,94,Unsafe
Bengaluru City,1,28,71,0,1,1,401,6,0,0,108,580,2020,1197,138,Unsafe
Rayagada,1,3,3,1,0,0,93,3,0,0,22,38,2020,164,26,Unsafe
Lucknow Commissionarate,1,48,62,15,0,0,1060,2,0,0,76,57,2020,1321,125,Unsafe
Guwahati City,0,2,11,1,0,0,725,1,0,0,39,33,2020,812,41,Unsafe
Gumla,0,2,0,2,0,0,17,4,0,0,91,23,2020,139,93,Unsafe
Muktsar,0,2,10,3,0,0,23,0,0,0,21,2,2020,61,23,Safe
Badaun,0,30,0,2,1,0,188,0,0,0,19,10,2020,250,50,Unsafe
Banda,0,50,7,2,0,1,114,0,0,0,36,4,2020,214,86,Unsafe
Bijnor,0,28,0,14,0,1,234,0,0,0,43,326,2020,646,71,Unsafe
Pratapgarh,5,32,2,19,0,0,309,0,0,0,40,32,2020,439,77,Unsafe
Mainpuri,1,49,12,1,0,0,144,0,0,0,19,6,2020,232,69,Unsafe
Firozabad,0,48,14,11,1,0,265,0,0,0,18,2,2020,359,67,Unsafe
Mungali,0,1,6,1,0,0,13,0,0,0,13,1,2020,35,14,Safe
Faridabad,0,19,13,3,0,0,401,0,0,0,131,4,2020,571,150,Unsafe
Gurugram,0,26,24,1,0,0,291,0,0,0,173,1,2020,516,199,Unsafe
Kurnool,0,5,44,8,0,0,222,0,0,0,41,407,2020,727,46,Unsafe
Kishanganj,0,11,11,1,0,0,34,0,0,0,27,73,2020,157,38,Unsafe
Bhopal,0,13,22,2,1,1,310,0,0,0,120,48,2020,517,134,Unsafe
Thane Rural,0,0,8,1,0,0,38,0,0,0,23,1,2020,71,23,Safe
Nagpur Rural,0,3,10,1,0,0,16,0,0,0,34,3,2020,67,37,Safe
Dhanbad,0,22,12,2,0,0,74,0,0,0,76,154,2020,340,98,Unsafe
Garhwa,0,9,7,4,0,0,68,0,0,0,70,79,2020,237,79,Unsafe
Mysuru District,0,10,12,1,0,0,46,0,0,0,11,32,2020,112,21,Unsafe
Vijayapura,1,3,10,1,0,0,90,0,0,0,2,22,2020,129,6,Unsafe
Nayagarh,3,16,0,0,1,0,42,0,0,0,18,118,2020,198,38,Unsafe
Aligarh,3,50,13,0,1,0,692,0,0,0,74,2,2020,835,128,Unsafe
Prayagraj,2,48,23,0,0,0,810,0,0,0,121,1,2020,1005,171,Unsafe
Barabanki,2,33,0,0,0,0,9,0,0,0,50,246,2020,340,85,Unsafe
Jaunpur,2,34,11,0,0,0,138,0,0,0,20,5,2020,210,56,Unsafe
Kamrup,18,20,7,0,0,0,409,0,0,0,94,37,2020,585,132,Unsafe
Haveri,2,6,4,0,2,0,35,0,0,0,10,19,2020,78,20,Safe
West,1,8,2,0,1,1,250,0,0,0,56,1,2020,320,66,Unsafe
Rampur,1,27,3,0,3,0,0,0,0,0,29,156,2020,219,60,Unsafe
Ghaziabad,1,27,10,0,1,0,184,0,0,0,25,1,2020,249,54,Unsafe
Chennai,1,3,12,0,0,1,56,0,0,0,31,9,2020,113,35,Unsafe
Jhalawar,1,6,10,0,0,0,439,0,0,0,158,2,2020,616,165,Unsafe
Thiruvallur,1,1,12,0,0,0,11,0,0,0,8,1,2020,34,10,Safe
Pudukottai,1,1,5,0,0,0,19,0,0,0,7,5,2020,38,9,Safe
Pilibhit,1,31,10,0,0,0,155,0,0,0,82,8,2020,287,114,Unsafe
Sarguja,1,1,10,0,0,0,26,0,0,0,96,1,2020,135,98,Unsafe
Munger,1,11,0,0,0,0,22,0,0,0,14,50,2020,98,26,Safe
Cuddapah,1,7,9,0,0,0,283,0,0,0,30,21,2020,351,38,Unsafe
Gopalganj,1,30,0,0,0,0,27,0,0,0,9,56,2020,123,40,Unsafe
Guna,1,3,16,0,0,0,111,0,0,0,65,2,2020,198,69,Unsafe
Chhatarpur,1,24,22,0,0,0,82,0,0,0,52,1,2020,182,77,Unsafe
Yavatmal,1,6,19,0,0,0,231,0,0,0,43,1,2020,301,50,Unsafe
Amravati Rural,1,1,28,0,0,0,161,0,0,0,41,4,2020,236,43,Unsafe
Bhandara,1,1,7,0,0,0,38,0,0,0,15,4,2020,66,17,Safe
Gadchiroli,1,0,9,0,0,0,21,0,0,0,17,1,2020,49,18,Safe
Godda,1,10,0,0,0,0,42,0,0,0,45,120,2020,218,56,Unsafe
Hazaribagh,1,25,1,0,0,0,36,0,0,0,121,131,2020,315,147,Unsafe
Kalaburgi City,1,0,5,0,0,0,51,0,0,0,3,28,2020,88,4,Safe
Sitamarhi,0,26,0,0,0,0,53,0,1,0,35,67,2020,182,61,Unsafe
Ujjain,0,8,16,0,0,0,194,0,1,0,65,2,2020,286,73,Unsafe
Barwani,0,4,14,0,0,0,54,0,1,0,35,1,2020,109,39,Unsafe
Dwarka,0,10,3,0,0,1,219,0,0,0,114,1,2020,348,124,Unsafe
Gorakhpur,0,43,10,0,0,1,0,0,0,0,82,295,2020,431,125,Unsafe
Surat Rural,0,1,5,0,0,1,17,0,0,0,6,1,2020,31,7,Safe
Sangrur,0,2,0,0,1,0,58,0,0,0,62,1,2020,124,65,Unsafe
Bahraich,0,69,0,0,1,0,19,0,0,0,39,430,2020,558,109,Unsafe
Sidharthnagar,0,29,5,0,1,0,6,0,0,0,25,52,2020,118,55,Unsafe
Gonda,0,30,5,0,1,0,31,0,0,0,26,230,2020,323,57,Unsafe
Gaya,0,42,0,0,1,0,108,0,0,0,56,86,2020,293,99,Unsafe
Lakhimpur,0,3,1,0,1,0,347,0,0,0,50,131,2020,533,54,Unsafe
Hoshangabad,0,13,10,0,1,0,115,0,0,0,53,2,2020,194,67,Unsafe
Dakshina Kannada,0,0,3,0,1,0,18,0,0,0,6,6,2020,34,7,Safe
K.G.F.,0,0,0,0,1,0,6,0,0,0,3,9,2020,19,4,Safe
Thirunelveli City,0,0,1,0,0,0,11,0,0,0,2,9,2020,23,2,Safe
Thiruvannamalai,0,1,21,0,0,0,10,0,0,0,16,6,2020,54,17,Safe
Thoothukudi,0,0,7,0,0,0,43,0,0,0,10,2,2020,62,10,Safe
Tiruppur,0,0,8,0,0,0,7,0,0,0,4,3,2020,22,4,Safe
Trichy,0,0,8,0,0,0,50,0,0,0,17,5,2020,80,17,Safe
Trichy City,0,0,4,0,0,0,24,0,0,0,6,5,2020,39,6,Safe
Villupuram,0,2,12,0,0,0,10,0,0,0,21,4,2020,49,23,Safe
Virudhunagar,0,1,6,0,0,0,14,0,0,0,13,11,2020,45,14,Safe
Ranipet,0,2,6,0,0,0,3,0,0,0,3,12,2020,26,5,Safe
Tiruppattur,0,0,3,0,0,0,15,0,0,0,9,5,2020,32,9,Safe
Tenkasi,0,0,5,0,0,0,6,0,0,0,6,9,2020,26,6,Safe
Erode,0,0,2,0,0,0,5,0,0,0,6,4,2020,17,6,Safe
Karur,0,1,8,0,0,0,10,0,0,0,4,3,2020,26,5,Safe
Thanjavur,0,2,14,0,0,0,21,0,0,0,3,7,2020,47,5,Safe
Namakkal,0,0,5,0,0,0,7,0,0,0,2,5,2020,19,2,Safe
Madurai,0,1,3,0,0,0,25,0,0,0,17,4,2020,50,18,Safe
Fatehgarh Sahib,0,1,7,0,0,0,41,0,0,0,9,2,2020,60,10,Safe
Nainital,0,6,7,0,0,0,96,0,0,0,52,11,2020,172,58,Unsafe
South-East,0,2,8,0,0,0,156,0,0,0,86,9,2020,261,88,Unsafe
Ballia,0,23,8,0,0,0,4,0,0,0,16,83,2020,134,39,Unsafe
Balrampur,0,25,3,0,0,0,11,0,0,0,8,86,2020,133,33,Unsafe
Basti,0,17,3,0,0,0,0,0,0,0,32,118,2020,170,49,Unsafe
Ayodhya,0,13,1,0,0,0,7,0,0,0,43,232,2020,296,56,Unsafe
Shrawasti,0,16,3,0,0,0,12,0,0,0,10,76,2020,117,26,Unsafe
Bhadohi,0,16,1,0,0,0,5,0,0,0,17,77,2020,116,33,Unsafe
Sultanpur,0,17,9,0,0,0,40,0,0,0,56,142,2020,264,73,Unsafe
Mahoba,0,12,6,0,0,0,19,0,0,0,15,2,2020,54,27,Safe
Hardoi,0,60,3,0,0,0,200,0,0,0,56,4,2020,323,116,Unsafe
Raipur,0,7,14,0,0,0,70,0,0,0,103,3,2020,197,110,Unsafe
Samastipur,0,40,6,0,0,0,32,0,0,0,21,54,2020,153,61,Unsafe
East Godavari,0,7,26,0,0,0,405,0,0,0,111,2,2020,551,118,Unsafe
Dhemaji,0,3,10,0,0,0,186,0,0,0,24,7,2020,230,27,Unsafe
Lakhisarai,0,8,2,0,0,0,20,0,0,0,6,15,2020,51,14,Safe
Damoh,0,14,25,0,0,0,103,0,0,0,34,3,2020,179,48,Unsafe
Wayanadu,0,0,1,0,0,0,75,0,0,0,27,2,2020,105,27,Safe
Chandrapur,0,3,10,0,0,0,127,0,0,0,45,2,2020,187,48,Unsafe
Gondia,0,2,5,0,0,0,11,0,0,0,18,5,2020,41,20,Safe
Jamshedpur,0,11,11,0,0,0,80,0,0,0,104,156,2020,362,115,Unsafe
Jamtara,0,8,3,0,0,0,15,0,0,0,13,23,2020,62,21,Safe
Palamu,0,11,13,0,0,0,30,0,0,0,56,60,2020,170,67,Unsafe
Rewari,0,12,14,0,0,0,204,0,0,0,54,4,2020,288,66,Unsafe
Hansi,0,3,6,0,0,0,41,0,0,0,18,8,2020,76,21,Safe
Ramanagara,0,12,6,0,0,0,29,0,0,0,11,42,2020,100,23,Safe
Tumakuru,0,4,8,0,0,0,47,0,0,0,8,36,2020,103,12,Safe
Udupi,0,1,2,0,0,0,32,0,0,0,11,27,2020,73,12,Safe
Uttara Kannada,0,1,9,0,0,0,27,0,0,0,5,11,2020,53,6,Safe
Yadgiri,0,1,3,0,0,0,42,0,0,0,12,11,2020,69,13,Safe
Belagavi City,0,0,4,0,0,0,47,0,0,0,2,5,2020,58,2,Safe
Raichur,0,1,6,0,0,0,85,0,0,0,12,66,2020,170,13,Unsafe
Bagalkot,0,4,9,0,0,0,31,0,0,0,10,23,2020,77,14,Safe
Bengaluru District,0,7,8,0,0,0,86,0,0,0,14,31,2020,146,21,Unsafe
Belagavi District,0,2,18,0,0,0,93,0,0,0,31,11,2020,155,33,Unsafe
Ballari,0,9,5,0,0,0,87,0,0,0,29,79,2020,209,38,Unsafe
Bidar,0,8,6,0,0,0,61,0,0,0,5,18,2020,98,13,Safe
Chamarajnagar,0,4,6,0,0,0,17,0,0,0,15,3,2020,45,19,Safe
Chikkamagaluru,0,2,7,0,0,0,50,0,0,0,10,12,2020,81,12,Safe
Davanagere,0,5,4,0,0,0,57,0,0,0,20,72,2020,158,25,Unsafe
Kalaburgi,0,8,6,0,0,0,91,0,0,0,21,5,2020,131,29,Unsafe
Hassan,0,14,9,0,0,0,64,0,0,0,19,93,2020,199,33,Unsafe
Kolar,0,6,6,0,0,0,11,0,0,0,10,15,2020,48,16,Safe
Kota City,0,5,3,0,0,0,318,0,0,0,133,1,2020,460,138,Unsafe
Jaipur West,0,8,4,0,0,0,371,0,0,0,132,1,2020,516,140,Unsafe
Tiruppur City,0,0,1,0,0,0,8,0,0,0,2,1,2020,12,2,Safe
Perambalur,0,1,5,0,0,0,1,0,0,0,3,1,2020,11,4,Safe
