State/District,Murder with Rape/Gang Rape,Dowry Deaths (Sec. 304B IPC),Abetment to Suicide of Women (Sec. 305/306 IPC),Miscarriage ,Acid Attack (Sec. 326A IPC),Attempt to Acid Attack (Sec. 326B IPC),Cruelty by Husband or his relatives,Human Trafficking (Sec. 370 & 370A IPC) ,Selling of Minor Girls (Sec. 372 IPC),Buying of Minor Girls (Sec. 373 IPC),Rape,"Dowry Prohibition Act, 1961",YEAR,Total_Crimes ,Severe_Crimes,Safety_Label
K.Railways,0,0,0,0,0,0,0,0,0,0,1,0,2021,1,1,Safe
Reasi,0,0,0,0,0,0,0,0,0,0,12,0,2021,12,12,Safe
Sealdah GRP,0,0,3,0,0,0,0,0,0,0,0,0,2021,3,0,Safe
North & Middle Andaman,0,0,1,0,0,0,0,0,0,0,3,0,2021,4,3,Safe
GRP,0,0,1,0,1,0,0,0,0,0,5,0,2021,7,6,Safe
Vijayawada Railway,0,0,2,0,0,0,0,0,0,0,0,0,2021,2,0,Safe
Mumbai Railway,0,0,3,0,0,0,0,0,0,0,5,0,2021,8,5,Safe
Thrissur Commr.,0,0,1,0,0,1,307,0,0,0,33,0,2021,342,33,Unsafe
Poonch,0,0,0,0,0,1,12,0,0,0,23,0,2021,36,23,Safe
Koraput,0,0,0,0,1,0,145,0,0,0,40,0,2021,186,41,Unsafe
Shopian,0,0,0,0,1,0,4,0,0,0,5,0,2021,10,6,Safe
Malerkotla,0,0,2,0,0,0,33,0,0,0,4,0,2021,39,4,Safe
Banswara,0,0,10,0,0,0,241,0,0,0,136,0,2021,387,136,Unsafe
Pathankot,0,0,5,0,0,0,40,0,0,0,10,0,2021,55,10,Safe
Sangrur,0,0,14,0,0,0,45,0,0,0,18,0,2021,77,18,Safe
Coimbatore,0,0,6,0,0,0,16,0,0,0,8,0,2021,30,8,Safe
Kanchipuram,0,0,13,0,0,0,2,0,0,0,6,0,2021,21,6,Safe
Karur,0,0,3,0,0,0,15,0,0,0,3,0,2021,21,3,Safe
Krishnagiri,0,0,5,0,0,0,5,0,0,0,7,0,2021,17,7,Safe
Nilgiris,0,0,3,0,0,0,2,0,0,0,5,0,2021,10,5,Safe
Thoubal,0,0,1,0,0,0,8,0,0,0,2,0,2021,11,2,Safe
Garo Hills West,0,0,1,0,0,0,7,0,0,0,12,0,2021,20,12,Safe
Sindhudurg,0,0,3,0,0,0,5,0,0,0,7,0,2021,15,7,Safe
New Delhi,0,0,1,0,0,0,10,0,0,0,12,0,2021,23,12,Safe
Mulug,0,0,4,0,0,0,70,0,0,0,10,0,2021,84,10,Safe
Thiruvarur,0,0,3,0,0,0,12,0,0,0,10,0,2021,25,10,Safe
Trichy,0,0,12,0,0,0,65,0,0,0,16,0,2021,93,16,Safe
Unakoti,0,0,1,0,0,0,64,0,0,0,10,0,2021,75,10,Safe
Kabirdham,0,0,3,0,0,0,25,0,0,0,26,0,2021,54,26,Safe
Kanker,0,0,3,0,0,0,8,0,0,0,36,0,2021,47,36,Safe
Sukma,0,0,2,0,0,0,1,0,0,0,9,0,2021,12,9,Safe
Ahmedabad Rural,0,0,11,0,0,0,15,0,0,0,15,0,2021,41,15,Safe
Amreli,0,0,16,0,0,0,56,0,0,0,21,0,2021,93,21,Safe
Arvalli,0,0,7,0,0,0,11,0,0,0,10,0,2021,28,10,Safe
Vadodara Rural,0,0,9,0,0,0,16,0,0,0,15,0,2021,40,15,Safe
W.Rly Vadodara,0,0,1,0,0,0,1,0,0,0,1,0,2021,3,1,Safe
Surendranagar,0,0,8,0,0,0,10,0,0,0,15,0,2021,33,15,Safe
Sabarkantha,0,0,8,0,0,0,64,0,0,0,11,0,2021,83,11,Safe
Botad,0,0,7,0,0,0,3,0,0,0,4,0,2021,14,4,Safe
Chhotaudepur,0,0,6,0,0,0,4,0,0,0,16,0,2021,26,16,Safe
Devbhumi Dwarka,0,0,6,0,0,0,38,0,0,0,3,0,2021,47,3,Safe
Jamnagar,0,0,9,0,0,0,29,0,0,0,15,0,2021,53,15,Safe
Kheda,0,0,12,0,0,0,30,0,0,0,11,0,2021,53,11,Safe
Mahisagar,0,0,14,0,0,0,12,0,0,0,6,0,2021,32,6,Safe
Mehsana,0,0,14,0,0,0,64,0,0,0,14,0,2021,92,14,Safe
Narmada,0,0,4,0,0,0,3,0,0,0,8,0,2021,15,8,Safe
Panchmahal,0,0,26,0,0,0,40,0,0,0,15,0,2021,81,15,Safe
Patan,0,0,9,0,0,0,34,0,0,0,15,0,2021,58,15,Safe
Porbandar,0,0,3,0,0,0,5,0,0,0,3,0,2021,11,3,Safe
Rajkot Rural,0,0,7,0,0,0,65,0,0,0,16,0,2021,88,16,Safe
Kameng East,0,0,1,0,0,0,4,0,0,0,4,0,2021,9,4,Safe
Dima Hasao,0,0,2,0,0,0,3,0,0,0,3,0,2021,8,3,Safe
Alirajpur,0,0,12,0,0,0,18,0,0,0,43,0,2021,73,43,Safe
Trivandrum Commr.,0,0,2,0,0,0,139,0,0,0,30,0,2021,171,30,Unsafe
Malappuram,0,0,4,0,0,0,649,0,0,0,69,0,2021,722,69,Unsafe
Thrissur Rural,0,0,1,0,0,0,275,0,0,0,35,0,2021,311,35,Unsafe
Indore Railway,0,0,1,0,0,0,1,0,0,0,3,0,2021,5,3,Safe
Jhabua,0,0,15,0,0,0,6,0,0,0,40,0,2021,61,40,Safe
Gadchiroli,0,0,7,0,0,0,32,0,0,0,14,0,2021,53,14,Safe
Budgam,0,0,2,0,0,0,17,0,0,0,17,0,2021,36,17,Safe
Kishtwar,0,0,1,0,0,0,5,0,0,0,4,0,2021,10,4,Safe
Kupwara,0,0,1,0,0,0,31,0,0,0,18,0,2021,50,18,Safe
Una,0,0,4,0,0,0,20,0,0,0,15,0,2021,39,15,Safe
Solan,0,0,1,0,0,0,9,0,0,0,16,0,2021,26,16,Safe
Bilaspur,0,0,6,0,0,0,13,0,0,0,17,0,2021,36,17,Safe
Hamirpur,0,0,5,0,0,0,17,0,0,0,8,0,2021,30,8,Safe
Kangra,0,0,13,0,0,0,32,0,0,0,58,0,2021,103,58,Safe
Kullu,0,0,2,0,0,0,10,0,0,0,18,0,2021,30,18,Safe
Shimla,0,0,2,0,0,0,19,0,0,0,57,0,2021,78,57,Safe
Sirmaur,0,0,2,0,0,0,30,0,0,0,50,0,2021,82,50,Safe
Sopore,0,0,1,0,0,0,9,0,0,0,7,0,2021,17,7,Safe
Srinagar,0,0,3,0,0,0,41,0,0,0,17,0,2021,61,17,Safe
Coimbatore City,0,0,0,0,0,0,23,0,0,0,12,0,2021,35,12,Safe
Ukhrul,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Garo Hills East,0,0,0,0,0,0,3,0,0,0,3,0,2021,6,3,Safe
Jaintia Hills East,0,0,0,0,0,0,3,0,0,0,12,0,2021,15,12,Safe
Ri-Bhoi,0,0,0,0,0,0,1,0,0,0,5,0,2021,6,5,Safe
Aizawl,0,0,0,0,0,0,9,0,0,0,11,0,2021,20,11,Safe
Imphal East,0,0,0,0,0,0,3,0,0,0,4,0,2021,7,4,Safe
Bishnupur,0,0,0,0,0,0,4,0,0,0,5,0,2021,9,5,Safe
Chandel,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Kolasib,0,0,0,0,0,0,1,0,0,0,4,0,2021,5,4,Safe
Nuapada,0,0,0,0,0,0,42,0,0,0,11,0,2021,53,11,Safe
Khawzawl,0,0,0,0,0,0,1,0,0,0,2,0,2021,3,2,Safe
Dimapur,0,0,0,0,0,0,2,0,0,0,1,0,2021,3,1,Safe
Uttarkashi,0,0,0,0,0,0,10,0,0,0,15,0,2021,25,15,Safe
Chamoli,0,0,0,0,0,0,5,0,0,0,1,0,2021,6,1,Safe
Metro,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
SPUWAC,0,0,0,0,0,0,62,0,0,0,0,0,2021,62,0,Safe
Kargil,0,0,0,0,0,0,1,0,0,0,1,0,2021,2,1,Safe
Leh,0,0,0,0,0,0,8,0,0,0,1,0,2021,9,1,Safe
Lakshadweep,0,0,0,0,0,0,3,0,0,0,0,0,2021,3,0,Safe
Diu,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Daman,0,0,0,0,0,0,2,0,0,0,1,0,2021,3,1,Safe
Wanaparthy,0,0,0,0,0,0,41,0,0,0,8,0,2021,49,8,Safe
Railway Police Secunderabad,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Tiruppur City,0,0,0,0,0,0,5,0,0,0,2,0,2021,7,2,Safe
W.Rly Ahmedabad,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Papum Pare City,0,0,0,0,0,0,81,0,0,0,36,0,2021,117,36,Unsafe
Siang East,0,0,0,0,0,0,3,0,0,0,7,0,2021,10,7,Safe
Subansiri Upper,0,0,0,0,0,0,5,0,0,0,2,0,2021,7,2,Safe
Tirap,0,0,0,0,0,0,2,0,0,0,0,0,2021,2,0,Safe
Namsai,0,0,0,0,0,0,2,0,0,0,3,0,2021,5,3,Safe
Lower Dibang Valley,0,0,0,0,0,0,2,0,0,0,6,0,2021,8,6,Safe
Lower Siang,0,0,0,0,0,0,2,0,0,0,1,0,2021,3,1,Safe
Pakkessang,0,0,0,0,0,0,2,0,0,0,0,0,2021,2,0,Safe
Lohit,0,0,0,0,0,0,4,0,0,0,3,0,2021,7,3,Safe
Kurung Kumey,0,0,0,0,0,0,3,0,0,0,2,0,2021,5,2,Safe
Kameng West,0,0,0,0,0,0,2,0,0,0,1,0,2021,3,1,Safe
Katihar Railway,0,0,0,0,0,0,1,0,0,0,0,0,2021,1,0,Safe
Goalpara,0,0,0,0,0,0,170,0,0,0,41,0,2021,211,41,Unsafe
Hamren,0,0,0,0,0,0,19,0,0,0,6,0,2021,25,6,Safe
RPO,0,0,0,0,0,0,5,0,0,0,3,0,2021,8,3,Safe
Sonitpur,0,0,0,0,0,0,555,0,0,0,70,0,2021,625,70,Unsafe
Sadia,0,0,0,0,0,0,37,0,0,0,16,0,2021,53,16,Safe
Kozhikode Rural,0,0,0,0,0,0,387,0,0,0,33,0,2021,420,33,Unsafe
Awantipora,0,0,0,0,0,0,9,0,0,0,1,0,2021,10,1,Safe
Doda,0,0,0,0,0,0,36,0,0,0,10,0,2021,46,10,Safe
Handwara,0,0,0,0,0,0,7,0,0,0,0,0,2021,7,0,Safe
Pulwama,0,0,0,0,0,0,4,0,0,0,8,0,2021,12,8,Safe
Ramban,0,0,0,0,0,0,19,0,0,0,11,0,2021,30,11,Safe
Kulgam,0,0,0,0,0,0,15,0,0,0,23,0,2021,38,23,Safe
Kinnaur,0,0,0,0,0,0,1,0,0,0,6,0,2021,7,6,Safe
Lahaul & Spiti,0,0,0,0,0,0,1,0,0,0,1,0,2021,2,1,Safe
Udhampur,0,0,0,0,0,0,23,0,0,0,16,0,2021,39,16,Safe
Diamond Harbour Police,0,16,9,0,1,2,634,0,1,0,18,0,2021,681,35,Unsafe
Bhiwani,0,15,10,0,0,0,400,0,1,0,55,0,2021,481,70,Unsafe
Hissar,0,8,10,0,0,0,308,0,1,0,100,0,2021,427,108,Unsafe
Neemuch,0,2,8,0,0,0,95,0,1,0,15,0,2021,121,17,Unsafe
Batala,0,2,11,0,0,1,60,0,0,0,10,0,2021,84,12,Safe
Birbhum,0,14,28,0,0,1,357,0,0,0,25,0,2021,425,39,Unsafe
Howrah PC,0,10,14,0,1,1,544,0,0,0,16,0,2021,586,27,Unsafe
Kolkata,0,5,20,0,2,1,841,0,0,0,11,0,2021,880,18,Unsafe
Purba Bardhaman,0,21,26,0,3,1,1005,0,0,0,45,0,2021,1101,69,Unsafe
Kanpur Dehat,0,16,0,0,0,1,460,0,0,0,12,0,2021,489,28,Unsafe
Junagadh,0,1,9,0,0,1,85,0,0,0,8,0,2021,104,9,Safe
Visakha Rural,0,3,13,0,0,1,174,0,0,0,59,0,2021,250,62,Unsafe
CP Jalandhar,0,4,5,0,1,0,146,0,0,0,5,0,2021,161,10,Unsafe
Mansa,0,6,5,0,1,0,19,0,0,0,14,0,2021,45,21,Safe
Muzaffarnagar,0,28,0,0,1,0,319,0,0,0,33,0,2021,381,62,Unsafe
Raibareilly,0,29,0,0,3,0,149,0,0,0,33,0,2021,214,65,Unsafe
South,0,14,0,0,2,0,356,0,0,0,99,0,2021,471,115,Unsafe
Chandannagar PC,0,11,11,0,1,0,504,0,0,0,9,0,2021,536,21,Unsafe
Meerut,0,39,0,0,1,0,580,0,0,0,103,0,2021,723,143,Unsafe
Ghaziabad,0,36,0,0,2,0,542,0,0,0,61,0,2021,641,99,Unsafe
Hapur,0,26,0,0,2,0,231,0,0,0,28,0,2021,287,56,Unsafe
Kanpur Commissionarate,0,32,0,0,1,0,467,0,0,0,35,0,2021,535,68,Unsafe
Baghpat,0,10,0,0,1,0,71,0,0,0,25,0,2021,107,36,Unsafe
Surat Rural,0,1,7,0,1,0,10,0,0,0,10,0,2021,29,12,Safe
Kollam Rural,0,1,2,0,1,0,220,0,0,0,38,0,2021,262,40,Unsafe
Alwar,0,35,3,0,0,0,687,0,0,0,288,0,2021,1013,323,Unsafe
Baran,0,5,6,0,0,0,347,0,0,0,130,0,2021,488,135,Unsafe
Bikaner,0,15,10,0,0,0,493,0,0,0,177,0,2021,695,192,Unsafe
Churu,0,9,5,0,0,0,468,0,0,0,163,0,2021,645,172,Unsafe
Dausa,0,10,5,0,0,0,338,0,0,0,141,0,2021,494,151,Unsafe
Dholpur,0,25,2,0,0,0,319,0,0,0,103,0,2021,449,128,Unsafe
Dungarpur,0,4,4,0,0,0,119,0,0,0,101,0,2021,228,105,Unsafe
Jaipur North,0,12,1,0,0,0,299,0,0,0,87,0,2021,399,99,Unsafe
Chittorgarh,0,4,8,0,0,0,512,0,0,0,115,0,2021,639,119,Unsafe
Jaipur South,0,5,5,0,0,0,265,0,0,0,128,0,2021,403,133,Unsafe
SBS Nagar,0,2,6,0,0,0,78,0,0,0,8,0,2021,94,10,Safe
Bathinda,0,3,11,0,0,0,52,0,0,0,33,0,2021,99,36,Safe
CP Amritsar,0,4,11,0,0,0,96,0,0,0,21,0,2021,132,25,Unsafe
CP Ludhiana,0,6,14,0,0,0,161,0,0,0,34,0,2021,215,40,Unsafe
Faridkot,0,2,4,0,0,0,33,0,0,0,7,0,2021,46,9,Safe
Fatehgarh Sahib,0,2,7,0,0,0,29,0,0,0,6,0,2021,44,8,Safe
Fazilka,0,2,10,0,0,0,34,0,0,0,61,0,2021,107,63,Unsafe
Gurdaspur,0,4,5,0,0,0,63,0,0,0,11,0,2021,83,15,Safe
Hoshiarpur,0,5,15,0,0,0,98,0,0,0,15,0,2021,133,20,Unsafe
Muktsar,0,2,7,0,0,0,14,0,0,0,18,0,2021,41,20,Safe
Jaisalmer,0,7,2,0,0,0,75,0,0,0,20,0,2021,104,27,Safe
Jalore,0,9,3,0,0,0,210,0,0,0,93,0,2021,315,102,Unsafe
Cuddalore,0,5,11,0,0,0,36,0,0,0,27,0,2021,79,32,Safe
Dharmapuri,0,2,10,0,0,0,14,0,0,0,6,0,2021,32,8,Safe
Jhalawar,0,6,9,0,0,0,434,0,0,0,162,0,2021,611,168,Unsafe
Jhunjhunu,0,14,2,0,0,0,592,0,0,0,135,0,2021,743,149,Unsafe
Jodhpur East,0,6,1,0,0,0,175,0,0,0,73,0,2021,255,79,Unsafe
Karauli,0,21,1,0,0,0,313,0,0,0,138,0,2021,473,159,Unsafe
Kota Rural,0,7,1,0,0,0,206,0,0,0,98,0,2021,312,105,Unsafe
Pali,0,12,5,0,0,0,676,0,0,0,174,0,2021,867,186,Unsafe
Pratapgarh,0,8,6,0,0,0,239,0,0,0,215,0,2021,468,223,Unsafe
Rajsamand,0,8,1,0,0,0,280,0,0,0,101,0,2021,390,109,Unsafe
Sawai Madhopur,0,6,2,0,0,0,282,0,0,0,117,0,2021,407,123,Unsafe
Sikar,0,12,3,0,0,0,597,0,0,0,197,0,2021,809,209,Unsafe
Sirohi,0,6,4,0,0,0,235,0,0,0,113,0,2021,358,119,Unsafe
Tonk,0,8,6,0,0,0,257,0,0,0,90,0,2021,361,98,Unsafe
Udaipur,0,8,12,0,0,0,542,0,0,0,326,0,2021,888,334,Unsafe
Parbhani,0,9,12,0,0,0,226,0,0,0,25,0,2021,272,34,Unsafe
Thane Rural,0,2,8,0,0,0,46,0,0,0,31,0,2021,87,33,Safe
Theni,0,2,2,0,0,0,55,0,0,0,7,0,2021,66,9,Safe
Alipurduar,0,10,10,0,0,0,317,0,0,0,41,0,2021,378,51,Unsafe
Hooghly Rural Police,0,17,22,0,0,0,588,0,0,0,23,0,2021,650,40,Unsafe
Jhargram,0,3,2,0,0,0,94,0,0,0,6,0,2021,105,9,Safe
Sant Kabirnagar,0,6,5,0,0,0,62,0,0,0,37,0,2021,110,43,Unsafe
Vasanasi Dehat,0,12,2,0,0,0,185,0,0,0,17,0,2021,216,29,Unsafe
North,0,4,1,0,0,0,249,0,0,0,51,0,2021,305,55,Unsafe
Purulia,0,8,10,0,0,0,220,0,0,0,10,0,2021,248,18,Unsafe
Mirzapur,0,23,6,0,0,0,100,0,0,0,12,0,2021,141,35,Unsafe
Jayashankar Bhupalpalli,0,4,5,0,0,0,65,0,0,0,2,0,2021,76,6,Safe
Kamareddy,0,3,4,0,0,0,239,0,0,0,25,0,2021,271,28,Unsafe
Mahabubnagar,0,5,24,0,0,0,115,0,0,0,9,0,2021,153,14,Unsafe
Nirmal,0,2,15,0,0,0,67,0,0,0,7,0,2021,91,9,Safe
Bhadradri Kothagudem,0,3,10,0,0,0,371,0,0,0,29,0,2021,413,32,Unsafe
Suryapet,0,10,12,0,0,0,263,0,0,0,36,0,2021,321,46,Unsafe
Vikarabad,0,4,20,0,0,0,95,0,0,0,12,0,2021,131,16,Unsafe
North,0,2,1,0,0,0,30,0,0,0,5,0,2021,38,7,Safe
Sangareddy,0,7,13,0,0,0,129,0,0,0,20,0,2021,169,27,Unsafe
Siddipet Commissionerate,0,7,10,0,0,0,337,0,0,0,15,0,2021,369,22,Unsafe
Vellore,0,2,8,0,0,0,19,0,0,0,2,0,2021,31,4,Safe
Karimnagar Commissionerate,0,5,4,0,0,0,253,0,0,0,24,0,2021,286,29,Unsafe
Khammam Commissionerate,0,5,30,0,0,0,310,0,0,0,29,0,2021,374,34,Unsafe
Rachakonda Commissionerate,0,21,21,0,0,0,1469,0,0,0,156,0,2021,1667,177,Unsafe
Sipahijala,0,6,3,0,0,0,57,0,0,0,2,0,2021,68,8,Safe
South,0,5,1,0,0,0,29,0,0,0,1,0,2021,36,6,Safe
West,0,4,6,0,0,0,82,0,0,0,21,0,2021,113,25,Unsafe
Hamirpur,0,19,4,0,0,0,85,0,0,0,15,0,2021,123,34,Unsafe
Kannauj,0,32,7,0,0,0,424,0,0,0,52,0,2021,515,84,Unsafe
Firozabad,0,60,12,0,0,0,358,0,0,0,107,0,2021,537,167,Unsafe
Chitrakoot,0,15,6,0,0,0,34,0,0,0,30,0,2021,85,45,Safe
Nasik Commr.,0,3,12,0,0,0,51,0,0,0,33,0,2021,99,36,Safe
Rajnandgaon,0,9,7,0,0,0,52,0,0,0,54,0,2021,122,63,Unsafe
Dhamtari,0,3,4,0,0,0,12,0,0,0,23,0,2021,42,26,Safe
Bemetra,0,5,4,0,0,0,25,0,0,0,25,0,2021,59,30,Safe
Bilaspur,0,7,13,0,0,0,126,0,0,0,89,0,2021,235,96,Unsafe
Fatehabad,0,5,7,0,0,0,118,0,0,0,36,0,2021,166,41,Unsafe
GRP,0,3,3,0,0,0,0,0,0,0,0,0,2021,6,3,Safe
Rajahmundry,0,4,9,0,0,0,261,0,0,0,59,0,2021,333,63,Unsafe
Betul,0,13,12,0,0,0,27,0,0,0,26,0,2021,78,39,Safe
Damoh,0,14,18,0,0,0,170,0,0,0,31,0,2021,233,45,Unsafe
Harda,0,4,5,0,0,0,84,0,0,0,27,0,2021,120,31,Unsafe
Aurangabad Rural,0,11,11,0,0,0,226,0,0,0,29,0,2021,277,40,Unsafe
Buldhana,0,12,25,0,0,0,217,0,0,0,43,0,2021,297,55,Unsafe
Hingoli,0,2,9,0,0,0,132,0,0,0,16,0,2021,159,18,Unsafe
Jalgaon,0,3,35,0,0,0,478,0,0,0,42,0,2021,558,45,Unsafe
Umaria,0,3,11,0,0,0,28,0,0,0,30,0,2021,72,33,Safe
Khandwa,0,10,6,0,0,0,72,0,0,0,38,0,2021,126,48,Unsafe
Raisen,0,9,8,0,0,0,150,0,0,0,51,0,2021,218,60,Unsafe
Seoni,0,9,16,0,0,0,135,0,0,0,35,0,2021,195,44,Unsafe
Sheopur,0,3,2,0,0,0,31,0,0,0,18,0,2021,54,21,Safe
Ujjain,0,6,14,0,0,0,191,0,0,0,55,0,2021,266,61,Unsafe
Jammu,0,7,10,0,0,0,109,0,0,0,53,0,2021,179,60,Unsafe
Rajouri,0,2,4,0,0,0,54,0,0,0,32,0,2021,92,34,Safe
Samba,0,4,3,0,0,0,13,0,0,0,12,0,2021,32,16,Safe
Panchkula,0,4,1,0,0,0,149,0,0,0,40,0,2021,194,44,Unsafe
Rewari,0,11,7,0,0,0,126,0,0,0,64,0,2021,208,75,Unsafe
Koppal,0,4,13,0,0,0,52,0,0,0,12,0,2021,81,16,Safe
Ferozepur,0,2,0,0,0,0,39,0,0,0,22,0,2021,63,24,Safe
Jodhpur West,0,6,0,0,0,0,176,0,0,0,88,0,2021,270,94,Unsafe
Jagatsinghpur,0,14,0,0,0,0,107,0,0,0,45,0,2021,166,59,Unsafe
Khurda,0,20,0,0,0,0,93,0,0,0,14,0,2021,127,34,Unsafe
Cuttack,0,19,0,0,0,0,71,0,0,0,80,0,2021,170,99,Unsafe
Pauri Garhwal,0,3,0,0,0,0,33,0,0,0,14,0,2021,50,17,Safe
Shamli,0,9,0,0,0,0,200,0,0,0,25,0,2021,234,34,Unsafe
Sitapur,0,52,0,0,0,0,257,0,0,0,9,0,2021,318,61,Unsafe
Lucknow Grameen,0,4,0,0,0,0,70,0,0,0,1,0,2021,75,5,Safe
Kanpur Outer,0,22,0,0,0,0,173,0,0,0,9,0,2021,204,31,Unsafe
Islampur,0,6,0,0,0,0,177,0,0,0,22,0,2021,205,28,Unsafe
Hardoi,0,51,0,0,0,0,173,0,0,0,65,0,2021,289,116,Unsafe
Kaushambi,0,14,0,0,0,0,97,0,0,0,10,0,2021,121,24,Unsafe
Amethi,0,12,0,0,0,0,144,0,0,0,29,0,2021,185,41,Unsafe
Deoria,0,18,0,0,0,0,19,0,0,0,6,0,2021,43,24,Safe
Etah,0,31,0,0,0,0,88,0,0,0,10,0,2021,129,41,Unsafe
Cachar,0,8,0,0,0,0,594,0,0,0,51,0,2021,653,59,Unsafe
Tinsukia,0,5,0,0,0,0,300,0,0,0,67,0,2021,372,72,Unsafe
Majuli,0,4,0,0,0,0,30,0,0,0,2,0,2021,36,6,Safe
Kathua,0,3,0,0,0,0,23,0,0,0,9,0,2021,35,12,Safe
Bundi,0,1,2,0,0,0,298,0,0,0,116,0,2021,417,117,Unsafe
GRP Ajmer,0,1,2,0,0,0,0,0,0,0,2,0,2021,5,3,Safe
GRP Jodhpur,0,1,0,0,0,0,0,0,0,0,1,0,2021,2,2,Safe
Kapurthala,0,1,8,0,0,0,51,0,0,0,12,0,2021,72,13,Safe
Ropar,0,1,3,0,0,0,41,0,0,0,11,0,2021,56,12,Safe
Madurai City,0,1,1,0,0,0,89,0,0,0,9,0,2021,100,10,Safe
Barnala,0,1,0,0,0,0,18,0,0,0,16,0,2021,35,17,Safe
Amritsar Rural,0,1,0,0,0,0,41,0,0,0,27,0,2021,69,28,Safe
Jiribam,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1,Safe
Rudra Prayag,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1,Safe
Tehri Garhwal,0,1,0,0,0,0,1,0,0,0,6,0,2021,8,7,Safe
Almora,0,1,0,0,0,0,9,0,0,0,13,0,2021,23,14,Safe
Bageshwar,0,1,0,0,0,0,6,0,0,0,2,0,2021,9,3,Safe
South Andaman,0,1,2,0,0,0,4,0,0,0,12,0,2021,19,13,Safe
Jogulamba Gadwal,0,1,4,0,0,0,41,0,0,0,5,0,2021,51,6,Safe
Nagarkurnool,0,1,8,0,0,0,59,0,0,0,7,0,2021,75,8,Safe
Narayanpet,0,1,2,0,0,0,35,0,0,0,14,0,2021,52,15,Safe
Gomati,0,1,1,0,0,0,65,0,0,0,11,0,2021,78,12,Safe
Mahasamund,0,1,0,0,0,0,12,0,0,0,30,0,2021,43,31,Safe
Gariyaband,0,1,1,0,0,0,4,0,0,0,21,0,2021,27,22,Safe
Vadodara City,0,1,11,0,0,0,62,0,0,0,34,0,2021,108,35,Unsafe
Bhavnagar,0,1,19,0,0,0,75,0,0,0,21,0,2021,116,22,Unsafe
Dahod,0,1,11,0,0,0,3,0,0,0,13,0,2021,28,14,Safe
Morbi,0,1,3,0,0,0,8,0,0,0,6,0,2021,18,7,Safe
Guntakal Railway,0,1,1,0,0,0,2,0,0,0,0,0,2021,4,1,Safe
Jorhat,0,1,0,0,0,0,541,0,0,0,31,0,2021,573,32,Unsafe
Bhopal Railway,0,1,1,0,0,0,0,0,0,0,1,0,2021,3,2,Safe
Dindori,0,1,10,0,0,0,79,0,0,0,30,0,2021,120,31,Unsafe
Nagpur Railway,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1,Safe
Rajgarh,0,1,26,0,0,0,268,0,0,0,74,0,2021,369,75,Unsafe
Jabalpur Railway,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1,Safe
Chamba,0,1,3,0,0,0,16,0,0,0,24,0,2021,44,25,Safe
Mandi,0,1,6,0,0,0,37,0,0,0,57,0,2021,101,58,Safe
Ganganagar,1,8,7,0,0,0,702,0,0,0,193,0,2021,911,202,Unsafe
Jaipur Rural,1,18,7,0,0,0,413,0,0,0,159,0,2021,598,178,Unsafe
Nagapattinam,1,0,1,0,0,0,7,0,0,0,16,0,2021,25,17,Safe
Namakkal,1,0,9,0,0,0,13,0,0,0,4,0,2021,27,5,Safe
Nagaur,1,10,7,0,0,0,672,0,0,0,183,0,2021,873,194,Unsafe
East,1,0,2,0,0,0,3,0,0,0,4,0,2021,10,5,Safe
Khasi Hills South West,1,0,0,0,0,0,0,0,0,0,1,0,2021,2,2,Safe
Garo Hills South,1,0,0,0,0,0,1,0,0,0,2,0,2021,4,3,Safe
Osmanabad,1,5,15,0,0,0,138,0,0,0,35,0,2021,194,41,Unsafe
Baragarh,1,8,0,0,0,0,77,0,0,0,30,0,2021,116,39,Unsafe
Howrah Rural,1,10,9,0,0,0,464,0,0,0,20,0,2021,504,31,Unsafe
Unnao,1,32,5,0,0,0,204,0,0,0,27,0,2021,269,60,Unsafe
South-West,1,9,2,0,0,0,179,0,0,0,101,0,2021,292,111,Unsafe
Kalimpong,1,0,0,0,0,0,22,0,0,0,3,0,2021,26,4,Safe
Medak,1,4,8,0,0,0,139,0,0,0,3,0,2021,155,8,Unsafe
Kowai,1,1,3,0,0,0,11,0,0,0,8,0,2021,24,10,Safe
Nizamabad Commissionerate,1,4,13,0,0,0,263,0,0,0,7,0,2021,288,12,Unsafe
Gautambudh Nagar,1,45,0,0,0,0,257,0,0,0,46,0,2021,349,92,Unsafe
Hathras,1,26,0,0,0,0,132,0,0,0,34,0,2021,193,61,Unsafe
Jaunpur,1,35,11,0,0,0,176,0,0,0,32,0,2021,255,68,Unsafe
Kushi Nagar,1,22,2,0,0,0,86,0,0,0,12,0,2021,123,35,Unsafe
Fatehpur,1,44,0,0,0,0,165,0,0,0,33,0,2021,243,78,Unsafe
